24.63	0.0	1.0	0.0	1.0	1.33	3.33	0.33	3.67	1.67	2.33	1.33	1.67	0.67	1.0	3.0	1.0	1.0	0	1	1	0	1	2	0	0	1	1	0	1
91.96	0.0	0.0	1.0	0.0	3.67	1.67	2.33	1.8	2.4	0.8	1.4	1.0	1.6	1.33	1.67	0.67	1.0	0	1	1	0	1	2	0	0	1	0	1	0
-126.53	2.0	1.0	1.0	2.0	1.0	1.0	1.25	1.25	1.75	0.75	2.0	0.4	3.0	1.67	0.67	2.33	0.0	1	1	0	0	0	1	0	1	1	0	0	0
159.65	0.0	0.0	0.0	0.0	1.8	0.6	3.0	1.67	0.67	2.33	0.0	0.75	0.5	0.75	1.5	1.0	0.0	2	3	1	1	1	4	1	1	0	1	1	1
12.07	0.0	1.0	1.0	1.0	1.0	0.0	2.33	1.0	2.0	0.33	1.5	2.0	0.5	1.75	1.0	1.25	1.0	0	0	0	0	0	0	0	1	1	1	1	1
2.11	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.5	2.5	0.5	2.5	2.0	2.0	2.0	3.0	0.0	2.0	-3	0	3	1	0	3	0	1	0	0	0	0
5.6	0.0	1.0	1.0	0.0	1.33	0.67	2.33	0.67	2.33	0.0	1.33	0.33	2.0	0.67	1.0	0.67	2.0	-1	2	3	1	1	5	0	0	0	0	0	0
36.04	0.0	1.0	0.0	0.0	1.33	1.33	1.33	0.67	1.0	0.67	1.0	1.0	1.0	1.67	3.0	1.0	0.0	1	2	1	1	1	3	1	1	1	0	1	1
-62.77	2.0	2.0	1.0	2.0	0.0	1.0	0.5	0.75	0.75	1.25	0.33	1.0	0.33	1.67	0.67	2.33	2.0	-1	0	1	0	0	1	1	1	1	1	0	1
48.39	0.0	0.0	0.0	0.0	2.33	1.67	1.33	0.67	1.0	1.0	1.33	1.0	1.67	0.67	3.0	0.0	0.0	1	2	1	1	1	3	1	1	1	1	1	1
96.96	0.0	0.0	1.0	0.0	2.25	0.75	2.25	1.0	1.0	1.25	2.0	0.5	2.25	0.75	1.5	0.5	0.0	1	2	1	1	1	3	1	1	0	1	0	1
-0.9	1.0	1.0	1.0	1.0	2.0	0.0	3.0	0.0	1.0	0.0	2.0	1.0	2.33	1.0	0.0	3.0	1.0	0	0	0	0	0	0	1	1	1	1	1	1
-87.78	2.0	2.0	1.0	2.0	1.75	2.0	0.75	0.0	1.0	0.5	1.0	0.4	1.8	1.33	0.33	2.33	0.0	1	2	1	1	1	3	0	1	0	0	0	0
41.73	0.0	0.0	0.0	0.0	1.67	1.0	2.0	0.67	1.0	0.67	0.0	0.33	0.67	0.0	2.67	0.0	0.0	2	2	0	0	0	2	1	0	1	1	1	1
125.75	0.0	0.0	0.0	0.0	1.5	0.0	2.0	1.5	0.75	2.5	1.75	3.0	0.75	0.5	2.5	0.0	0.0	3	4	1	1	1	5	1	1	0	1	1	1
36.43	0.0	0.0	1.0	0.0	1.67	1.0	1.67	1.0	1.67	0.67	1.0	1.0	1.33	0.67	1.67	0.33	2.0	-1	0	1	0	0	1	0	0	1	0	0	0
-4.72	0.0	1.0	1.0	0.0	1.0	1.0	1.25	1.25	2.75	1.5	1.5	0.75	2.5	1.0	1.75	0.5	0.0	1	3	2	1	1	5	1	1	0	0	0	1
13.45	0.0	0.0	1.0	0.0	1.0	0.67	1.67	0.33	2.0	0.0	0.67	1.0	1.0	0.0	1.33	0.33	1.0	0	1	1	0	1	2	0	1	0	0	1	0
-24.93	2.0	1.0	1.0	1.0	0.5	1.0	0.5	1.25	2.0	1.0	1.33	1.67	0.67	1.0	0.67	1.67	0.0	4	4	0	1	0	4	0	0	1	0	0	0
55.14	0.0	0.0	0.0	0.0	2.5	1.0	2.0	1.0	2.0	1.0	2.0	0.75	2.25	1.5	2.5	0.5	2.0	-1	1	2	1	1	3	0	1	1	0	0	0
-142.66	2.0	2.0	2.0	2.0	0.67	1.33	1.33	1.33	2.67	0.33	4.67	1.33	3.0	1.67	1.0	1.67	2.0	-4	0	4	1	0	4	1	1	1	1	1	1
18.5	0.0	1.0	1.0	0.0	1.5	0.0	3.0	1.25	1.25	2.25	2.4	1.6	1.8	2.0	1.0	3.0	0.0	1	2	1	1	1	3	1	0	0	0	0	1
-1.7	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.4	1.0	1.75	0.5	2.5	1.5	2.0	1.0	2.0	-2	1	3	1	1	4	0	1	1	0	0	0
26.18	0.0	0.0	0.0	0.0	1.0	1.25	0.75	2.0	2.0	1.5	0.67	1.67	0.33	1.2	2.4	0.8	1.0	0	0	0	0	0	0	0	0	0	0	0	0
-295.13	2.0	2.0	2.0	2.0	0.67	0.33	1.67	1.33	1.33	1.33	4.0	1.5	2.25	3.5	0.5	3.0	1.0	0	3	3	1	1	6	0	0	0	0	0	0
-162.76	2.0	2.0	2.0	2.0	0.75	1.25	1.0	0.5	0.75	0.75	4.5	1.5	3.0	2.5	1.5	2.25	2.0	-3	0	3	1	0	3	1	1	0	1	1	1
10.53	1.0	1.0	1.0	1.0	2.0	1.67	1.33	1.0	1.33	0.67	1.67	1.0	1.33	0.0	0.33	0.67	0.0	1	1	0	0	0	1	0	1	1	0	0	0
-77.42	1.0	1.0	2.0	1.0	0.67	0.33	1.67	1.0	3.33	0.0	2.0	0.5	2.5	1.5	1.0	1.5	1.0	0	1	1	0	1	2	1	1	0	1	0	1
-1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	3.0	NaN	NaN	NaN	0.0	1	2	1	1	1	3	1	0	0	0	0	0
-40.25	2.0	1.0	2.0	2.0	2.0	3.0	0.5	1.75	0.5	2.25	2.0	0.33	3.0	1.33	1.33	1.33	0.0	2	3	1	1	1	4	0	1	1	0	0	0
-109.87	1.0	2.0	2.0	1.0	0.0	0.33	0.67	0.33	1.33	0.67	0.75	0.75	1.25	2.0	0.5	3.0	1.0	0	1	1	0	1	2	1	1	0	0	0	1
-19.7	2.0	1.0	1.0	2.0	3.0	2.0	1.67	1.2	1.2	1.0	1.25	1.0	1.5	2.25	1.0	1.5	0.0	1	2	1	1	1	3	0	1	1	0	0	0
-45.23	1.0	1.0	1.0	1.0	0.67	1.67	1.33	0.67	1.0	1.0	1.75	0.5	2.5	0.5	1.0	0.5	0.0	1	2	1	1	1	3	0	0	0	0	0	0
-17.82	2.0	2.0	1.0	2.0	0.0	2.0	0.0	1.5	1.0	1.5	0.5	1.0	0.5	1.0	2.0	0.0	2.0	-1	0	1	0	0	1	1	1	1	1	0	1
-29.22	0.0	1.0	1.0	1.0	1.33	2.33	1.0	1.0	1.33	1.33	NaN	NaN	NaN	1.17	2.17	0.17	1.0	0	2	2	1	1	4	0	1	1	1	1	1
-43.5	0.0	1.0	1.0	1.0	2.0	1.25	2.25	1.75	2.5	1.0	2.5	0.75	2.0	2.25	1.5	1.75	1.0	0	2	2	1	1	4	0	1	1	1	1	1
-88.74	2.0	1.0	2.0	2.0	0.75	1.0	1.25	1.75	2.75	0.5	2.25	1.25	1.75	1.75	0.75	1.75	0.0	2	3	1	1	1	4	0	0	0	0	0	0
9.73	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.5	1.5	0.5	2.0	1.67	2.0	1.33	2.0	1.0	0.0	2	2	0	0	0	2	1	0	0	1	0	0
58.73	0.0	0.0	0.0	0.0	0.67	0.67	1.67	1.5	2.5	0.5	1.5	1.25	1.75	1.25	2.75	1.5	0.0	1	2	1	1	1	3	1	0	0	1	1	1
-46.43	2.0	1.0	1.0	2.0	0.33	2.33	0.33	0.33	1.0	1.33	2.0	0.5	2.5	0.5	1.0	0.5	0.0	1	1	0	0	0	1	0	1	1	0	0	0
45.38	0.0	1.0	1.0	0.0	2.0	1.25	1.25	0.75	0.5	1.5	0.5	1.5	0.5	0.75	0.75	1.5	0.0	1	1	0	0	0	1	1	1	1	0	0	1
26.77	0.0	0.0	0.0	0.0	1.33	1.0	1.0	2.0	2.67	1.33	1.67	1.67	1.33	0.67	2.0	0.33	0.0	2	3	1	1	1	4	1	1	0	1	1	1
-91.75	2.0	1.0	2.0	2.0	2.0	1.67	1.67	1.0	1.33	0.67	2.33	1.0	2.33	2.0	1.0	2.33	2.0	-2	0	2	0	0	2	1	0	0	0	1	1
34.65	2.0	1.0	1.0	1.0	2.5	1.5	2.0	1.5	1.0	1.25	0.75	0.75	1.25	0.5	0.0	2.0	0.0	1	1	0	0	0	1	0	1	1	0	0	0
-36.96	2.0	1.0	1.0	2.0	2.33	1.33	3.0	2.67	1.33	2.33	3.5	1.5	2.0	3.0	1.0	2.0	2.0	-1	1	2	1	1	3	1	1	1	0	0	1
76.54	0.0	0.0	0.0	0.0	2.67	1.33	2.0	1.67	2.0	0.67	1.0	1.75	0.25	0.5	1.5	0.5	0.0	1	2	1	1	1	3	1	1	0	1	1	1
-40.97	2.0	1.0	1.0	2.0	2.67	1.33	2.0	1.33	2.0	1.33	1.0	0.67	1.67	2.67	1.0	2.0	0.0	2	3	1	1	1	4	0	1	1	0	0	0
91.5	0.0	0.0	0.0	0.0	0.33	0.33	1.0	1.67	1.0	2.0	1.67	1.33	2.0	1.0	3.33	1.0	1.0	0	2	2	1	1	4	0	0	0	0	0	0
-54.53	2.0	2.0	1.0	2.0	0.67	2.0	1.0	0.67	1.0	0.67	1.25	0.5	2.5	1.5	1.5	1.0	1.0	0	0	0	0	0	0	0	0	1	0	1	0
22.16	0.0	0.0	0.0	0.0	1.0	0.0	1.67	1.0	2.33	0.33	1.0	2.67	0.0	0.33	2.33	0.0	0.0	1	1	0	0	0	1	1	1	1	1	1	1
248.38	0.0	0.0	1.0	0.0	3.67	0.67	3.0	1.0	0.67	1.67	NaN	NaN	NaN	1.17	0.67	0.0	0.0	2	3	1	1	1	4	1	1	0	1	0	1
-25.2	1.0	1.0	1.0	1.0	0.33	0.33	1.33	0.0	3.0	0.0	1.5	1.0	2.0	1.0	1.25	0.75	1.0	0	0	0	0	0	0	1	1	1	1	1	1
-62.68	2.0	1.0	1.0	2.0	0.5	1.0	1.0	1.25	2.0	1.0	2.33	0.33	3.0	1.2	1.0	1.6	2.0	-3	0	3	1	0	3	1	0	1	0	0	1
-7.4	1.0	0.0	1.0	1.0	0.33	0.33	1.33	1.0	2.0	0.33	1.0	0.25	2.0	0.5	1.0	0.5	2.0	-1	1	2	1	1	3	0	0	0	0	0	0
-13.66	0.0	1.0	1.0	0.0	1.67	0.33	2.33	0.6	1.8	0.4	2.0	0.75	2.25	1.5	1.0	1.75	0.0	1	2	1	1	1	3	1	0	0	0	0	1
17.0	0.0	1.0	1.0	0.0	1.67	1.0	1.33	0.67	1.0	1.0	2.0	0.67	3.0	0.33	0.67	0.67	1.0	0	3	3	1	1	6	0	0	0	1	1	0
5.82	2.0	1.0	1.0	1.0	1.67	1.0	2.33	1.33	0.67	1.67	0.67	0.33	2.0	1.33	0.67	2.33	2.0	-1	1	2	1	1	3	1	0	1	0	0	0
-130.29	2.0	2.0	1.0	2.0	0.0	1.67	0.67	1.0	0.33	2.33	1.33	1.33	1.33	2.0	0.67	2.33	2.0	-2	0	2	0	0	2	1	0	1	1	0	1
41.13	0.0	1.0	1.0	1.0	2.0	0.33	2.33	1.0	1.4	0.6	2.0	1.25	1.25	1.0	0.5	1.5	2.0	-1	0	1	0	0	1	0	1	1	0	0	0
-5.86	0.0	1.0	1.0	0.0	2.0	1.75	1.25	0.75	1.75	1.0	2.0	1.0	2.0	1.5	1.75	1.0	0.0	2	2	0	0	0	2	1	0	0	0	0	1
-40.85	2.0	1.0	1.0	2.0	1.0	1.67	0.67	1.33	0.67	2.33	1.67	1.0	1.33	1.0	0.67	1.67	0.0	1	2	1	1	1	3	0	0	0	0	0	0
-8.75	0.0	1.0	1.0	1.0	1.5	1.5	1.5	1.0	0.75	1.75	1.75	1.0	2.25	1.75	1.75	1.5	0.0	1	3	2	1	1	5	1	1	1	0	0	0
218.26	0.0	0.0	0.0	0.0	3.25	0.5	3.0	1.25	1.25	1.25	2.0	0.75	2.0	0.75	1.5	0.25	0.0	4	5	1	1	1	6	1	1	0	1	1	1
-223.59	2.0	2.0	2.0	2.0	1.33	2.67	0.33	1.0	0.67	1.33	4.33	1.67	2.33	3.0	1.0	2.33	2.0	-1	0	1	0	0	1	1	0	0	1	1	1
365.18	0.0	0.0	0.0	0.0	3.33	0.0	3.0	2.0	0.0	2.33	0.67	1.67	0.67	0.0	1.67	0.33	0.0	1	2	1	1	1	3	1	1	0	1	1	1
-12.19	0.0	1.0	1.0	0.0	1.0	1.0	1.5	1.0	1.25	1.75	3.25	1.0	3.0	2.5	3.5	1.5	0.0	1	2	1	1	1	3	1	1	1	0	0	1
-117.44	2.0	2.0	2.0	2.0	2.0	1.33	2.33	1.0	1.8	0.8	1.75	0.75	1.75	2.5	0.75	2.25	1.0	0	0	0	0	0	0	0	0	0	0	0	0
51.78	0.0	1.0	1.0	0.0	1.5	0.0	3.0	1.25	0.25	2.0	2.67	0.67	3.0	2.0	1.33	2.0	0.0	1	1	0	0	0	1	1	1	1	0	0	1
-27.4	0.0	1.0	2.0	1.0	1.67	1.67	1.33	0.33	2.67	0.0	2.67	1.33	3.0	1.33	1.67	0.67	2.0	-1	1	2	1	1	3	0	1	1	0	1	0
-42.27	2.0	1.0	2.0	1.0	0.0	0.75	0.5	1.0	2.25	0.75	2.5	1.0	2.25	1.25	1.25	1.25	1.0	0	1	1	0	1	2	0	1	0	1	0	1
-15.3	0.0	1.0	1.0	0.0	1.33	0.67	1.67	0.67	1.0	1.0	3.33	0.67	3.0	1.0	1.0	1.0	2.0	-1	0	1	0	0	1	0	1	1	0	0	0
9.05	1.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	1.25	0.25	1.0	1.0	1.0	0.0	2.0	0.0	2.0	-1	1	2	1	1	3	0	0	0	0	0	0
-1.0	0.0	1.0	1.0	1.0	NaN	NaN	NaN	0.83	0.83	0.17	2.0	1.0	2.33	1.67	1.33	2.0	2.0	-2	0	2	0	0	2	0	1	1	0	0	0
449.55	0.0	0.0	0.0	0.0	4.33	0.33	3.0	3.33	1.0	3.0	1.67	1.33	2.0	0.33	1.33	0.33	0.0	5	5	0	1	0	5	1	1	1	1	1	1
-1.0	0.0	1.0	1.0	1.0	NaN	NaN	NaN	1.5	2.5	0.17	2.0	1.33	1.33	1.67	2.33	0.33	2.0	-2	1	3	1	1	4	0	0	0	0	0	0
-1.0	0.0	1.0	1.0	1.0	NaN	NaN	NaN	1.0	0.33	0.17	NaN	NaN	NaN	1.5	2.17	0.17	0.0	2	3	1	1	1	4	1	0	0	0	0	0
-6.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.67	1.0	1.0	1.0	1.33	0.67	3.0	0.33	2.0	-1	0	1	0	0	1	0	0	0	0	0	0
-19.26	2.0	2.0	2.0	2.0	0.25	2.0	0.5	0.75	2.25	0.25	1.67	2.0	1.0	1.0	1.2	1.2	0.0	2	3	1	1	1	4	0	0	0	0	0	0
-48.58	2.0	2.0	1.0	2.0	0.67	1.0	1.33	1.33	1.0	2.0	0.33	1.0	0.67	2.33	1.0	1.33	0.0	1	3	2	1	1	5	0	1	0	0	0	0
-212.21	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.67	1.67	0.67	2.0	1.33	2.33	3.33	0.67	3.0	2.0	-1	1	2	1	1	3	1	1	1	1	1	1
7.5	1.0	1.0	2.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	3.0	3.0	1.0	0.0	1.0	0.0	1.0	0	2	2	1	1	4	1	0	0	1	0	1
-77.85	2.0	1.0	2.0	2.0	1.75	2.25	1.25	1.0	2.5	0.5	1.6	0.6	2.4	2.0	1.67	2.0	2.0	-1	1	2	1	1	3	1	1	1	0	1	1
-59.25	2.0	2.0	2.0	1.0	0.75	3.75	0.75	0.5	3.25	0.25	3.0	1.75	1.5	0.5	1.75	0.25	1.0	0	3	3	1	1	6	0	1	1	0	0	1
156.5	0.0	0.0	0.0	0.0	3.0	1.0	3.0	1.25	0.75	2.25	1.0	0.33	2.0	1.33	1.33	1.0	0.0	1	2	1	1	1	3	1	1	1	1	1	1
111.7	0.0	0.0	0.0	0.0	2.0	1.0	2.33	1.67	0.67	2.0	1.0	1.0	1.33	0.33	1.0	1.0	0.0	1	3	2	1	1	5	1	0	0	1	1	1
-9.34	0.0	1.0	1.0	1.0	1.67	1.67	1.0	1.33	3.0	0.33	1.67	2.0	1.33	2.0	2.0	1.33	0.0	2	3	1	1	1	4	1	1	1	0	0	0
141.02	0.0	0.0	0.0	0.0	2.33	0.67	2.33	1.67	0.33	2.33	1.33	2.0	1.33	1.67	1.33	2.0	1.0	0	2	2	1	1	4	0	1	1	0	0	0
35.71	0.0	0.0	0.0	0.0	2.0	1.33	2.0	2.0	2.67	1.0	1.67	1.33	1.33	0.67	2.0	0.0	0.0	5	5	0	1	0	5	1	1	1	1	1	1
47.26	0.0	0.0	1.0	0.0	1.67	0.67	1.33	0.33	1.0	1.0	1.0	1.33	0.67	0.33	1.67	0.33	2.0	-2	0	2	0	0	2	0	0	1	0	0	0
-58.47	2.0	1.0	1.0	2.0	0.0	0.67	0.67	1.67	0.67	2.33	2.0	1.0	2.33	1.67	1.0	1.33	2.0	-3	0	3	1	0	3	1	0	1	0	0	1
51.43	0.0	1.0	0.0	0.0	1.33	1.67	0.67	1.33	1.67	1.0	0.67	2.33	1.33	1.33	2.67	1.0	2.0	-1	0	1	0	0	1	0	0	0	0	0	0
-19.13	0.0	0.0	0.0	0.0	1.5	4.5	0.0	2.0	2.5	1.75	1.0	1.67	1.0	0.0	4.0	0.0	0.0	1	2	1	1	1	3	1	1	0	1	1	1
-26.07	2.0	2.0	0.0	2.0	2.0	2.33	1.33	1.33	1.33	1.33	1.67	1.67	1.33	1.0	0.67	1.33	0.0	2	2	0	0	0	2	0	0	0	0	1	0
75.59	0.0	0.0	1.0	1.0	1.67	0.0	2.33	0.67	1.67	1.0	0.75	0.5	2.25	0.5	0.5	1.0	0.0	3	3	0	1	0	3	1	0	1	1	0	0
71.0	0.0	1.0	0.0	0.0	1.5	0.75	2.25	1.25	1.0	1.0	2.0	1.75	1.5	0.5	1.25	1.0	1.0	0	1	1	0	1	2	0	1	0	1	0	0
36.25	0.0	1.0	1.0	0.0	1.67	0.33	2.33	0.67	1.0	1.0	0.67	1.0	2.0	1.33	0.67	2.33	1.0	0	1	1	0	1	2	0	1	0	1	1	0
54.7	0.0	0.0	0.0	0.0	2.33	1.67	1.67	1.33	1.33	1.33	0.67	0.67	1.33	0.33	1.67	0.33	1.0	0	2	2	1	1	4	0	1	0	0	0	0
219.91	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.6	1.8	1.4	1.0	1.33	1.33	0.33	1.67	0.33	1.0	0	1	1	0	1	2	0	0	0	0	0	0
122.07	0.0	0.0	0.0	0.0	2.0	1.33	1.33	2.0	2.0	1.33	1.75	1.0	1.75	0.0	6.5	0.0	1.0	0	2	2	1	1	4	0	1	0	0	0	0
243.37	0.0	0.0	0.0	0.0	2.33	0.0	3.0	2.33	1.0	2.33	1.5	1.25	1.25	0.5	1.0	0.5	1.0	0	0	0	0	0	0	0	1	1	0	0	0
-35.71	2.0	1.0	2.0	1.0	1.5	1.25	1.75	1.5	2.5	0.5	1.8	1.0	2.4	1.33	1.0	1.33	2.0	-2	0	2	0	0	2	1	0	0	0	1	0
0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	3.0	1.0	2.0	0.0	2.0	-3	1	4	1	1	5	0	0	0	0	0	0
-7.69	2.0	1.0	0.0	2.0	1.5	2.0	0.75	1.25	1.0	1.25	0.75	1.0	0.75	2.0	2.0	1.5	0.0	5	5	0	1	0	5	0	1	0	0	1	0
1.87	1.0	1.0	1.0	1.0	1.0	1.5	0.5	2.0	1.75	1.75	1.0	1.0	1.5	0.0	0.5	0.5	1.0	0	1	1	0	1	2	1	1	0	1	1	1
22.67	0.0	0.0	0.0	0.0	0.67	0.33	1.67	0.67	1.33	0.67	2.0	3.33	0.33	1.0	2.33	0.33	1.0	0	1	1	0	1	2	0	1	0	0	0	0
-27.2	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.67	2.0	0.0	1.67	1.67	2.0	1.0	0.67	1.67	1.0	0	1	1	0	1	2	0	1	0	1	1	1
21.06	0.0	0.0	1.0	0.0	1.0	0.75	1.5	1.0	2.5	0.75	0.25	1.0	0.5	1.0	2.25	0.75	1.0	0	1	1	0	1	2	0	0	0	0	1	0
33.3	0.0	0.0	1.0	0.0	2.5	0.5	3.0	0.25	1.25	0.25	2.75	0.25	2.5	1.0	1.0	1.0	1.0	0	1	1	0	1	2	0	0	0	0	1	0
-29.61	2.0	1.0	1.0	2.0	1.67	3.0	1.0	0.67	3.0	0.0	1.67	1.33	1.33	1.67	2.33	1.0	2.0	-1	0	1	0	0	1	1	0	0	0	0	1
-7.43	2.0	1.0	1.0	1.0	0.33	1.0	0.67	1.67	2.0	1.33	1.0	0.67	1.33	1.0	1.33	2.0	2.0	-2	0	2	0	0	2	1	1	1	0	0	0
-52.06	1.0	1.0	1.0	1.0	1.5	0.5	3.0	0.25	1.25	0.25	2.0	0.0	3.0	1.0	0.33	1.67	1.0	0	1	1	0	1	2	1	1	0	1	1	1
45.1	0.0	0.0	1.0	0.0	3.33	2.0	1.67	0.6	2.0	0.4	2.25	0.75	2.5	1.25	2.25	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1	0
55.51	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.5	1.5	0.5	2.0	0.0	4.0	0.0	1.0	0	1	1	0	1	2	0	0	0	0	0	0
4.63	2.0	2.0	1.0	2.0	0.33	2.33	0.0	0.0	1.33	0.33	0.75	2.0	0.75	1.0	2.0	0.0	0.0	2	3	1	1	1	4	0	1	0	0	0	0
153.99	0.0	0.0	0.0	0.0	2.75	0.75	3.0	2.0	2.25	1.0	0.75	1.5	1.5	0.75	0.75	1.25	1.0	0	3	3	1	1	6	0	0	0	0	0	0
-16.65	0.0	0.0	1.0	1.0	1.0	1.5	1.5	0.25	1.25	0.75	0.33	1.33	0.67	1.0	2.0	0.33	2.0	-1	1	2	1	1	3	0	1	1	0	0	0
53.53	0.0	0.0	0.0	0.0	1.4	0.8	1.6	1.67	2.0	1.0	1.0	1.75	0.75	1.5	2.25	1.0	0.0	2	2	0	0	0	2	1	0	0	1	1	1
9.5	1.0	0.0	1.0	1.0	0.67	0.33	2.0	0.33	1.33	1.0	1.0	0.75	1.75	0.5	1.0	0.5	2.0	-1	0	1	0	0	1	0	1	1	0	0	0
-80.0	2.0	2.0	1.0	2.0	1.0	1.0	1.5	0.75	0.75	1.25	2.67	1.67	2.0	2.0	1.0	2.0	2.0	-2	0	2	0	0	2	1	0	1	1	0	1
-1.27	2.0	1.0	1.0	2.0	0.67	2.0	0.33	1.0	2.67	1.0	1.5	2.25	0.5	2.0	2.5	1.5	1.0	0	3	3	1	1	6	0	1	1	1	1	0
162.88	0.0	0.0	0.0	0.0	3.0	0.75	2.25	2.25	1.75	1.25	0.8	1.4	1.2	0.67	1.0	1.0	2.0	-1	0	1	0	0	1	0	0	1	0	0	0
-31.09	0.0	2.0	2.0	1.0	1.0	4.0	0.0	1.5	1.5	1.5	1.5	1.5	1.0	0.0	1.0	0.0	2.0	-1	0	1	0	0	1	0	1	1	1	1	0
-1.0	0.0	1.0	1.0	1.0	NaN	NaN	NaN	1.17	0.67	0.0	2.0	0.67	2.33	2.0	1.67	2.0	2.0	-2	0	2	0	0	2	0	1	1	0	0	0
-7.99	2.0	1.0	0.0	1.0	1.0	1.2	1.6	1.67	2.33	1.33	1.0	1.75	1.5	1.5	1.5	1.25	0.0	2	2	0	0	0	2	0	0	0	0	1	0
108.12	0.0	0.0	0.0	0.0	2.67	1.0	2.33	1.0	1.33	1.33	0.67	1.0	1.33	1.0	2.0	0.0	0.0	1	2	1	1	1	3	1	1	0	1	1	1
-11.6	2.0	1.0	1.0	2.0	1.33	2.0	0.33	1.0	1.0	1.33	0.67	0.67	1.0	1.67	1.67	1.0	1.0	0	2	2	1	1	4	0	1	1	1	1	0
126.55	0.0	0.0	0.0	0.0	3.0	1.0	2.33	1.0	1.33	1.0	1.0	1.33	1.0	0.33	2.0	0.0	2.0	-2	0	2	0	0	2	0	0	1	0	0	0
-105.92	2.0	1.0	2.0	1.0	1.5	1.25	1.25	1.0	3.0	0.75	1.75	0.25	3.0	1.5	0.75	2.25	1.0	0	2	2	1	1	4	0	1	1	1	0	1
-14.7	2.0	1.0	1.0	2.0	1.0	1.0	1.33	0.33	0.33	1.33	1.33	1.33	1.0	1.33	1.0	1.67	2.0	-1	0	1	0	0	1	1	1	1	0	0	1
-217.5	2.0	2.0	2.0	2.0	2.0	2.0	1.0	0.0	1.0	0.0	3.0	2.0	3.0	3.0	1.0	3.0	2.0	-4	0	4	1	0	4	1	1	0	1	1	1
2.79	1.0	1.0	1.0	1.0	0.75	0.5	1.25	0.25	1.5	0.5	1.4	2.6	0.8	1.33	1.0	1.67	0.0	3	3	0	1	0	3	0	0	1	0	0	0
170.93	0.0	0.0	0.0	0.0	2.67	0.67	2.33	0.33	0.0	1.67	0.67	1.33	0.67	1.0	2.0	1.0	0.0	1	1	0	0	0	1	1	0	1	1	1	1
